category,fabric,product_name,color,color_hex,limited,reverse_side,image_filename
Cuffs,Serenity,Serenity Coastal,Coastal,#4E8CA0,,,CoastalSerenityCuff.jpg
Cuffs,Serenity,Serenity Desert Rose,Desert Rose,#C98A93,,,RosewoodSerenityCuff.jpg
Cuffs,Serenity,Serenity Driftwood,Driftwood,#B8A585,,,DriftwoodSerenityCuff.jpg
Cuffs,Serenity,Serenity Willow,Willow,#8FA07A,,,CuffSerenityWillow_r.jpg
Cuffs,Soiree,Soiree Black,Black,#20232A,,,SoireeBlack.jpg
Cuffs,Soiree,Soiree Blush,Blush,#D9AFAE,,,SoireeBlush.jpg
Cuffs,Soiree,Soiree Celery,Celery,#B7C77A,,,SoireeCelery.jpg
Cuffs,Soiree,Soiree Champagne,Champagne,#E9D9B0,,,SoireeChampagne.jpg
Cuffs,Soiree,Soiree Eggplant,Eggplant,#5B3358,,,SoireeEggplant.jpg
Cuffs,Soiree,Soiree Gold,Gold,#C9A227,,,SoireeGold.jpg
Cuffs,Soiree,Soiree Ivory,Ivory,#F1EEE3,,,SoireeIvory.jpg
Cuffs,Soiree,Soiree Papaya,Papaya,#E8945E,,,SoireePapaya.jpg
Cuffs,Soiree,Soiree Silver,Silver,#B9BDC1,,,SoireeSilver.jpg
Cuffs,Soiree,Soiree White,White,#FAFAFA,,,SoireeWhite.jpg
Cuffs,Jute,Jute Apricot,Apricot,#B6A899,,,ApricotJuteCuff.jpg
Cuffs,Jute,Jute Beige,Beige,#D9C7A3,,,JuteBeige.jpg
Cuffs,Jute,Jute Black,Black,#20232A,,,BlackJuteCuff.jpg
Cuffs,Jute,Jute Burlap,Burlap,#B8985E,,,JuteBurlap.jpg
Cuffs,Jute,Jute Crimson,Crimson,#8B1E2E,,,CrimsonJuteCuff.jpg
Cuffs,Jute,Jute Denim,Denim,#3A5B7A,,,JuteDenim.jpg
Cuffs,Jute,Jute Dove,Dove,#C9C6C0,,,JuteDove.jpg
Cuffs,Jute,Jute English Rose,English Rose,#C77A8B,,,EnglishRoseJutecuff.jpg
Cuffs,Jute,Jute Ivory,Ivory,#F1EEE3,,,JuteIvory.jpg
Cuffs,Jute,Jute Lime,Lime,#B7D14A,,,JuteLime.jpg
Cuffs,Jute,Jute Lipstick,Lipstick,#B8244F,,,JuteLipstickPink.jpg
Cuffs,Jute,Jute Peach,Peach,#F0B08A,,,JutePeach.jpg
Cuffs,Jute,Jute Plum,Plum,#6B3A5B,,,JutePlum.jpg
Cuffs,Jute,Jute Poppy,Poppy,#D6432E,,,JutePoppy.jpg
Cuffs,Jute,Jute Stone,Stone,#A8A093,,,JuteStone.jpg
Cuffs,Jute,Jute White,White,#FAFAFA,,,JuteWhite.jpg
Cuffs,Jute,Peach Jute,Peach Jute,#B6A899,,,Cuff-PeachJute.jpg
Cuffs,Specialty,Abstract Geometric,Abstract Geometric,#B6A899,,,SpecialtyAbstractGeometric.jpg
Cuffs,Specialty,Amalfi Hunter,Amalfi Hunter,#B6A899,,,SpecialtyHunterAmalfi.jpg
Cuffs,Specialty,Amalfi Saphire,Amalfi Saphire,#B6A899,,,SpecialtySaphireAmalfi.jpg
Cuffs,Specialty,Amber Matrix,Amber Matrix,#B6A899,,,Cuff_Ambermatrix_r.jpg
Cuffs,Specialty,Americana,Americana,#B6A899,,,SpecialtyAmericana.jpg
Cuffs,Specialty,Apple Cabana Stripe,Apple Cabana Stripe,#B6A899,,,SpecialtyAppleCabanaStripe.jpg
Cuffs,Specialty,Apple Gingham Mini Check,Apple Gingham Mini Check,#B6A899,,,Cuff_appleminiginghamcheck_r.jpg
Cuffs,Specialty,Aqua Gingham Mini Check,Aqua Gingham Mini Check,#B6A899,,,Cuff_aquaminiginghamcheck_r.jpg
Cuffs,Specialty,Aurora Ivory,Aurora Ivory,#B6A899,,,AuroraIvoryCuff.jpg
Cuffs,Specialty,Aurora White,Aurora White,#B6A899,,,AuroraWhiteCuff.jpg
Cuffs,Specialty,Bahaus,Bahaus,#B6A899,,,BahausCuff.jpg
Cuffs,Specialty,Bandana,Bandana,#B6A899,,,SpecialtyBandana.jpg
Cuffs,Specialty,Bark Citron,Bark Citron,#B6A899,,,SpecialtyBarkCitron.jpg
Cuffs,Specialty,Bark Midnight,Bark Midnight,#B6A899,,,SpecialtyBarkMidnight.jpg
Cuffs,Specialty,Bark Slate Blue,Bark Slate Blue,#B6A899,,,SpecialtyBarkSlateBlue.jpg
Cuffs,Specialty,Bauhaus,Bauhaus,#B6A899,,,Cuff-Bauhaus.jpg
Cuffs,Specialty,Black Racing Check,Black Racing Check,#B6A899,,,SpecialtyBlackRacingCheck.jpg
Cuffs,Specialty,Blossom Plaid,Blossom Plaid,#B6A899,,,BlossomPlaidcuff.jpg
Cuffs,Specialty,Brushstrokes,Brushstrokes,#B6A899,,,SpecialtyBrushstrokes.jpg
Cuffs,Specialty,Buffalo Check Red,Buffalo Check Red,#B6A899,,,SpecialtyBuffaloCheckRed.jpg
Cuffs,Specialty,Buffalo Check Taupe,Buffalo Check Taupe,#B6A899,,,TaupeBuffaloCheckCuff.jpg
Cuffs,Specialty,Burnt Orange Matrix,Burnt Orange Matrix,#B6A899,,,Cuff-BurntOrangeMatrix.jpg
Cuffs,Specialty,Cairns,Cairns,#B6A899,,,CairnsCuff.jpg
Cuffs,Specialty,Cairns Reverse,Cairns,#B6A899,,yes,CairnsReverseCuff.jpg
Cuffs,Specialty,Calypso,Calypso,#B6A899,,,CalypsocuffsA.jpg
Cuffs,Specialty,Cambric,Cambric,#B6A899,,,CambricBlushCuff.jpg
Cuffs,Specialty,Cheetah,Cheetah,#B6A899,,,CheetahCuff.jpg
Cuffs,Specialty,Concentric Gold,Concentric Gold,#B6A899,,,SpecialtyConcentricGold.jpg
Cuffs,Specialty,Concentric Silver,Concentric Silver,#B6A899,,,SpecialtyConcentricSilver.jpg
Cuffs,Specialty,Concentric White,Concentric White,#B6A899,,,SpecialtyConcentricWhite.jpg
Cuffs,Specialty,Cosmopolitan,Cosmopolitan,#B6A899,,,SpecialtyCosmopolitan.jpg
Cuffs,Specialty,Dogwood,Dogwood,#B6A899,,,SpecialtyDogwood.jpg
Cuffs,Specialty,Federal Blue Granite,Federal Blue Granite,#B6A899,,,SpecialtyFederalBlueGranite.jpg
Cuffs,Specialty,Federal Blue Granite Reversed,Federal Blue Granite,#B6A899,,yes,SpecialtyFederalBlueGraniteReversed.jpg
Cuffs,Specialty,Florence,Florence,#B6A899,,,Cuff-Florence.jpg
Cuffs,Specialty,Garden Floral,Garden Floral,#B6A899,,,GardenFloralCuff.jpg
Cuffs,Specialty,Gatsby,Gatsby,#B6A899,,,GatsbyCuff.jpg
Cuffs,Specialty,Gatsby Reversed,Gatsby,#B6A899,,yes,GatsbyReveredCuff.jpg
Cuffs,Specialty,Gold Gingham Mini Check,Gold Gingham Mini Check,#B6A899,,,Cuff_goldminiginghamcheck_r.jpg
Cuffs,Specialty,Hampton Botanical Apple,Hampton Botanical Apple,#B6A899,,,HamptonBotanicalAppleCuff2.jpg
Cuffs,Specialty,Hampton Botanical Rosé,Hampton Botanical Rosé,#B6A899,,,HamptonBotanicalRos233;Cuff.jpg
Cuffs,Specialty,Hampton Stripe Apple,Hampton Stripe Apple,#B6A899,,,HamptonStripeAppleCuff.jpg
Cuffs,Specialty,Hampton Stripe Coastal,Hampton Stripe Coastal,#B6A899,,,HamptonStripeCoastalCuff2.jpg
Cuffs,Specialty,Hampton Stripe Rosé,Hampton Stripe Rosé,#B6A899,,,HamptonStripeRos233;Cuff.jpg
Cuffs,Specialty,Helena Apple,Helena Apple,#B6A899,,,HelenaAppleCuff.jpg
Cuffs,Specialty,Helena Blue,Helena Blue,#B6A899,,,SpecialtyHelenaBlue.jpg
Cuffs,Specialty,Helena Orange,Helena Orange,#B6A899,,,SpecialtyHelenaOrange.jpg
Cuffs,Specialty,Hex,Hex,#B6A899,,,SpecialtyHex.jpg
Cuffs,Specialty,Holiday Plaid,Holiday Plaid,#B6A899,,,SpecialtyHolidayPlaid.jpg
Cuffs,Specialty,Holly,Holly,#B6A899,,,HollyCuff.jpg
Cuffs,Specialty,Indigo Bloom,Indigo Bloom,#B6A899,,,Cuff-IndigoBloom.jpg
Cuffs,Specialty,Juliette's Palette,Juliette's Palette,#B6A899,,,SpecialtyJuliettesPalette.jpg
Cuffs,Specialty,Key West,Key West,#B6A899,,,Cuff-KeyWest.jpg
Cuffs,Specialty,Kiwi Palazzo,Kiwi Palazzo,#B6A899,,,KiwiPalazzoCuff.jpg
Cuffs,Specialty,Kringle,Kringle,#B6A899,,,KringleCuff.jpg
Cuffs,Specialty,Laguna,Laguna,#B6A899,,,SpecialtyLaguna.jpg
Cuffs,Specialty,Lilac Gingham Mini Check,Lilac Gingham Mini Check,#B6A899,,,Cuff_lilacminiginghamcheck_r.jpg
Cuffs,Specialty,Lily,Lily,#B6A899,,,SpecialtyLily.jpg
Cuffs,Specialty,Lime Chevron,Lime Chevron,#B6A899,,,Cuff-LimeChevron.jpg
Cuffs,Specialty,Lorelei,Lorelei,#B6A899,,,LoreleiCuff.jpg
Cuffs,Specialty,Lucia,Lucia,#B6A899,,,Cuff_Lucia_r.jpg
Cuffs,Specialty,Metropolitan Concrete,Metropolitan Concrete,#B6A899,,,SpecialtyMetropolitanConcrete.jpg
Cuffs,Specialty,Metropolitan Natural,Metropolitan Natural,#B6A899,,,SpecialtyMetropolitanNatural.jpg
Cuffs,Specialty,Midas Travertine,Midas Travertine,#B6A899,,,SpecialtyMidasTravertine.jpg
Cuffs,Specialty,Mirage Cloud,Mirage Cloud,#B6A899,,,Cuff-MirageCloud.jpg
Cuffs,Specialty,Mirage Hazel,Mirage Hazel,#B6A899,,,Cuff-MirageHazel.jpg
Cuffs,Specialty,Mirage Honey,Mirage Honey,#B6A899,,,Cuff-MirageHoney.jpg
Cuffs,Specialty,Mirage Sandstone,Mirage Sandstone,#B6A899,,,Cuff_sandstone_r.jpg
Cuffs,Specialty,Mirage Tide,Mirage Tide,#B6A899,,,Cuff-MirageTide.jpg
Cuffs,Specialty,Mirage Vanilla,Mirage Vanilla,#B6A899,,,Cuff-MirageVanilla.jpg
Cuffs,Specialty,Nadia,Nadia,#B6A899,,,SpecialtyNadia.jpg
Cuffs,Specialty,Nantucket,Nantucket,#B6A899,,,CuffNantucket_r.jpg
Cuffs,Specialty,Napa Blue,Napa Blue,#B6A899,,,SpecialtyNapaBlue.jpg
Cuffs,Specialty,Napa Orange,Napa Orange,#B6A899,,,SpecialtyNapaOrange.jpg
Cuffs,Specialty,Navy Chevron,Navy Chevron,#B6A899,,,Cuff-NavyChevron.jpg
Cuffs,Specialty,Navy Gingham Mini Check,Navy Gingham Mini Check,#B6A899,,,Cuff_navyminiginghamcheck_r.jpg
Cuffs,Specialty,Navy Verve,Navy Verve,#B6A899,,,Cuff-VerveNavy.jpg
Cuffs,Specialty,Navy White Stripe,Navy White Stripe,#B6A899,,,Cuff-NavyWhiteSripe.jpg
Cuffs,Specialty,Pamela Palms,Pamela Palms,#B6A899,,,Cuff-PamelaPalms.jpg
Cuffs,Specialty,Patchwork,Patchwork,#B6A899,,,PatchworkCuff.jpg
Cuffs,Specialty,Phoebe,Phoebe,#B6A899,,,PhoebeCuff.jpg
Cuffs,Specialty,Phoenix,Phoenix,#B6A899,,,Cuff_Phoenix_r.jpg
Cuffs,Specialty,Pink Gingham Mini Check,Pink Gingham Mini Check,#B6A899,,,Cuff_pinkminiginghamcheck_r.jpg
Cuffs,Specialty,Polka Dots Black with White,Polka Dots Black with White,#B6A899,,,SpecialtyBlackwithWhitePolkaDots.jpg
Cuffs,Specialty,Polka Dots Lime with White,Polka Dots Lime with White,#B6A899,,,SpecialtyLimewithWhitePolkaDots.jpg
Cuffs,Specialty,Polka Dots Red with White,Polka Dots Red with White,#B6A899,,,SpecialtyRedwithWhitePolkaDots.jpg
Cuffs,Specialty,Purple Gingham,Purple Gingham,#B6A899,,,SpecialtyPurpleGingham.jpg
Cuffs,Specialty,Red Gingham Mini Check,Red Gingham Mini Check,#B6A899,,,Cuff_redminiginghamcheck_r.jpg
Cuffs,Specialty,Red White Stripe,Red White Stripe,#B6A899,,,Cuff-RedWhiteStripe.jpg
Cuffs,Specialty,Regency,Regency,#B6A899,,,SpecialtyRegency.jpg
Cuffs,Specialty,Retro Vintage,Retro Vintage,#B6A899,,,SpecialtyRetroVintage.jpg
Cuffs,Specialty,Romeo,Romeo,#B6A899,,,SpecialtyRomeo.jpg
Cuffs,Specialty,Santorini,Santorini,#B6A899,,,SpecialtySantorini.jpg
Cuffs,Specialty,Santorini Reverse,Santorini,#B6A899,,yes,SpecialtySantoriniReversed.jpg
Cuffs,Specialty,Savannah Vintage Blossom (Limited),Savannah Vintage Blossom,#B6A899,yes,,SpecialtySavannahBlossom.jpg
Cuffs,Specialty,Savannah Vintage Lilac - LIMITED,Savannah Vintage Lilac,#B6A899,yes,,SpecialtySavannahLilac.jpg
Cuffs,Specialty,Seamist Prism,Seamist Prism,#B6A899,,,Cuff-SeamistPrism.jpg
Cuffs,Specialty,Sequins Black,Sequins Black,#B6A899,,,BlackSequinsCuff.jpg
Cuffs,Specialty,Sequins Blush,Sequins Blush,#B6A899,,,SpecialtySequinsBlush.jpg
Cuffs,Specialty,Sequins Gold,Sequins Gold,#B6A899,,,SpecialtySequinsGold.jpg
Cuffs,Specialty,Sequins Rose Gold,Sequins Rose Gold,#B6A899,,,SpecialtySequinsRoseGold.jpg
Cuffs,Specialty,Sequins Silver,Sequins Silver,#B6A899,,,SpecialtySequinsSilver.jpg
Cuffs,Specialty,Sequins White,Sequins White,#B6A899,,,SpecialtySequinsWhite.jpg
Cuffs,Specialty,Silhouette,Silhouette,#B6A899,,,Cuff-Silhouette.jpg
Cuffs,Specialty,Silver Chevron,Silver Chevron,#B6A899,,,Cuff-SilverChevron.jpg
Cuffs,Specialty,Snow Leopard,Snow Leopard,#B6A899,,,SnpwLeopardcuff.jpg
Cuffs,Specialty,Sonoma Stripe Blue,Sonoma Stripe Blue,#B6A899,,,SpecialtySonomaStripeBlue.jpg
Cuffs,Specialty,Sonoma Stripe Orange,Sonoma Stripe Orange,#B6A899,,,SpecialtySonomaStripeOrange.jpg
Cuffs,Specialty,Spiro,Spiro,#B6A899,,,SpecialtySpiro.jpg
Cuffs,Specialty,Splash,Splash,#B6A899,,,Cuff-Splash.jpg
Cuffs,Specialty,Tiger,Tiger,#B6A899,,,TigerCuff.jpg
Cuffs,Specialty,Turquoise Gingham Mini Check,Turquoise Gingham Mini Check,#B6A899,,,Cuff_turquoiseminiginghamcheck_r.jpg
Cuffs,Specialty,Velvet Black,Velvet Black,#B6A899,,,SpecialtyVelvetBlack.jpg
Cuffs,Specialty,Velvet Champagne Gold,Velvet Champagne Gold,#B6A899,,,CuffGoldVelvet_r.jpg
Cuffs,Specialty,Velvet Charcoal,Velvet Charcoal,#B6A899,,,SpecialtyVelvetCharcoal.jpg
Cuffs,Specialty,Velvet Glacier Gray,Velvet Glacier Gray,#B6A899,,,SpecialtyVelvetGlacierGray.jpg
Cuffs,Specialty,Velvet Hunter,Velvet Hunter,#B6A899,,,SpecialtyVelvetHunter.jpg
Cuffs,Specialty,Velvet Ice Pink,Velvet Ice Pink,#B6A899,,,SpecialtyVelvetIcePink.jpg
Cuffs,Specialty,Velvet Ivory,Velvet Ivory,#B6A899,,,CuffIvoryVelvet_r.jpg
Cuffs,Specialty,Velvet Lavender,Velvet Lavender,#B6A899,,,Cuff_Lavendervelvet_r.jpg
Cuffs,Specialty,Velvet Loden,Velvet Loden,#B6A899,,,CuffLodenVelvet_r.jpg
Cuffs,Specialty,Velvet Merlot,Velvet Merlot,#B6A899,,,SpecialtyVelvetMerlot.jpg
Cuffs,Specialty,Velvet Midnight Blue,Velvet Midnight Blue,#B6A899,,,SpecialtyVelvetMidnightBlue.jpg
Cuffs,Specialty,Velvet Sapphire,Velvet Sapphire,#B6A899,,,Cuff_sapphirevelvet_r.jpg
Cuffs,Specialty,Velvet Spice,Velvet Spice,#B6A899,,,SpiceVelvetCuff.jpg
Cuffs,Specialty,Verve Black,Verve Black,#B6A899,,,BlackVerveCuff.jpg
Cuffs,Specialty,Verve Champagne Gold,Verve Champagne Gold,#B6A899,,,ChampagneGoldVerveCuff.jpg
Cuffs,Specialty,Verve Chocolate Truffle,Verve Chocolate Truffle,#B6A899,,,ChocolateTruffleVerveCuff.jpg
Cuffs,Specialty,Verve Ivory,Verve Ivory,#B6A899,,,IvoryVerveCuff.jpg
Cuffs,Specialty,Verve Pearl,Verve Pearl,#B6A899,,,PearlVerveCuff.jpg
Cuffs,Specialty,Water Lily,Water Lily,#B6A899,,,WaterLilyCuff.jpg
Cuffs,Specialty,White with Black Dot,White with Black Dot,#B6A899,,,WhitewithBlackDotCuff.jpg
Cuffs,Specialty,Willow Gingham Mini Check,Willow Gingham Mini Check,#B6A899,,,CuffWillowginghamminicheck_r.jpg
Cuffs,Specialty,Woodland,Woodland,#B6A899,,,SpecialtyWoodland.jpg
Cuffs,Specialty,Woodland Reversed,Woodland,#B6A899,,yes,SpecialtyWoodlandReversed.jpg
Cuffs,Specialty,Wren Coastal,Wren Coastal,#B6A899,,,Cuff_Wrencoastal_r.jpg
Cuffs,Specialty,Zebra,Zebra,#B6A899,,,ZebraCuff.jpg
Spandex,Banquets,Banquets,Banquets,#B6A899,,,Banquets6'Banquet.jpg
Spandex,Banquets,Banquets,Banquets,#B6A899,,,Banquets8'Banquet.jpg
Spandex,High Boys,High Boys,High Boys,#B6A899,,,HighBoysWhite.jpg
Spandex,Rounds,Rounds,Rounds,#B6A899,,,Rounds60InchRound.jpg
Chair Covers,Classic Solid,Classic Solid Black,Black,#20232A,,,ClassicSolidBlack.jpg
Chair Covers,Classic Solid,Classic Solid Ivory,Ivory,#F1EEE3,,,ClassicSolidIvory.jpg
Chair Covers,Classic Solid,Classic Solid White,White,#FAFAFA,,,ClassicSolidWhite.jpg
Chair Covers,Matte Lamour,Matte Lamour Black,Black,#20232A,,,MatteLamourBlack.jpg
Chair Covers,Matte Lamour,Matte Lamour Camel,Camel,#C19A6B,,,MatteLamourCamel.jpg
Chair Covers,Matte Lamour,Matte Lamour Ivory,Ivory,#F1EEE3,,,MatteLamourIvory.jpg
Chair Covers,Matte Lamour,Matte Lamour White,White,#FAFAFA,,,MatteLamourWhite.jpg
